,Property_name,monthly_rent(RM),location,property_type,rooms,parking,bathroom,size(sq.ft),furnish_info,facilities,region
14170,Mutiara Ville @ Cyberjaya,1 800, Cyberjaya,Condominium,3.0,2,2,1070 ,Fully Furnished,"Jogging Track, Security, Minimart, Parking, Swimming Pool, Gymnasium, Playground",Selangor
14174,B11 Parkland Residence,1 500, Cheras,Service Residence,1.0,1,1,551 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium",Selangor
14176,CyberSquare SOHO,1 299, Cyberjaya,Condominium,2.0,2,2,775 ,Partially Furnished,"Lift, Security, Parking, Gymnasium, Swimming Pool",Selangor
14177,Impian Apartment,900, Damansara Damai,Apartment,3.0,1,2,700 ,Not Furnished,"Playground, Jogging Track, Barbeque area, Parking, Security, Minimart",Selangor
14178,Pelangi Heights,1 300, Klang,Condominium,3.0,1,2,1070 ,Not Furnished,"Security, Multipurpose hall, Gymnasium, Tennis Court, Barbeque area, Parking, Minimart, Playground, Swimming Pool",Selangor
14180,The Zizz,1 800, Damansara Damai,Service Residence,3.0,2,2,749 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14181,Pangsapuri Delima (Shah Alam),1 200, Shah Alam,Apartment,3.0,1,2,850 ,Partially Furnished,"Playground, Security, Parking, Lift, Minimart, Multipurpose hall",Selangor
14182,The Arc @ Cyberjaya,1 400, Cyberjaya,Service Residence,3.0,1,2,950 ,Fully Furnished,"Security, Parking, Minimart, Swimming Pool, Sauna, Playground, Gymnasium, Jogging Track, Lift, Barbeque area, Multipurpose hall, Tennis Court, Squash Court",Selangor
14184,1 Harmonis,1 600, Gombak,Condominium,3.0,1,2,1100 ,Partially Furnished,"Playground, Gymnasium, Jogging Track, Swimming Pool, Tennis Court, Security, Parking, Lift, Barbeque area, Minimart, Multipurpose hall",Selangor
14185,Amerin Residence,1 600, Kajang,Service Residence,2.0,1,2,857 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Selangor
14186,i-Soho @ i-City,900, Shah Alam,Studio,1.0,1,1,500 ,Partially Furnished,"Parking, Security, Lift, Gymnasium",Selangor
14187,Kenwingston Square Garden,1 600, Cyberjaya,Service Residence,2.0,2,1,650 ,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift, Playground, Sauna, Barbeque area, Multipurpose hall",Selangor
14189,Pangsapuri Kelana Impian,1 600, Petaling Jaya,Apartment,3.0,1,2,1000 ,Fully Furnished,"Security, Jogging Track, Parking, Minimart, Swimming Pool",Selangor
14190,Pelangi,1 200, Kajang,Condominium,3.0,2,2,1070 ,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground",Selangor
14191,Rumah Pangsa Impian (Saujana Putra),650, Kuala Langat,Flat,3.0,1,2,650 ,Not Furnished,"Security, Parking, Playground",Selangor
14192,Green Acre Park,1 000, Kajang,Condominium,3.0,1,2,1012 ,Partially Furnished,"Parking, Barbeque area, Security, Minimart, Swimming Pool, Tennis Court, Playground, Gymnasium",Selangor
14193,Nilam Puri Condominium,1 150, Puchong,Condominium,3.0,1,2,914 ,Partially Furnished,"Playground, Jogging Track, Club house, Security, Gymnasium, Squash Court, Sauna, Multipurpose hall, Parking, Minimart, Swimming Pool, Tennis Court, Lift, Barbeque area",Selangor
14194,Vista Bangi,1 400, Kajang,Condominium,3.0,2,2,898 ,Partially Furnished,"Squash Court, Swimming Pool, Minimart, Parking, Gymnasium, Playground, Lift, Security",Selangor
14198,B11 Parkland Residence,1 250, Cheras,Service Residence,1.0,1,1,600 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house",Selangor
14200,Mutiara Ville @ Cyberjaya,1 300, Cyberjaya,Condominium,3.0,2,2,1050 ,Partially Furnished,"Jogging Track, Security, Swimming Pool, Gymnasium, Parking, Minimart, Playground",Selangor
14203,Koi Prima,1 100, Puchong,Condominium,3.0,2,2,1055 ,Partially Furnished,"Parking, Gymnasium, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track",Selangor
14204,Residensi Zamrud @ Kajang,1 200, Kajang,Condominium,3.0,2,2,1100 ,Partially Furnished,"Lift, Gymnasium, Parking, Security, Playground, Swimming Pool",Selangor
14205,Maple Residences,1 500, Klang,Service Residence,3.0,2,2,840 ,Not Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Minimart, Gymnasium, Security, Playground, Jogging Track, Multipurpose hall, Club house, Lift",Selangor
14206,Residensi Melor,915, Bangi,Apartment,3.0,1,2,950 ,Not Furnished,"Parking, Security, Lift, Playground",Selangor
14207,Mutiara (Beranang),105 000, Beranang,Flat,3.0,1,2,700 ,Not Furnished,"Parking, Security, Lift, Playground, Sauna, Minimart, Jogging Track",Selangor
14208,Starville,1 300, Subang Jaya,Apartment,3.0,2,2,900 ,Not Furnished,"Security, Parking, Playground, Lift, Minimart",Selangor
14209,Pelangi Damansara,1 400, Kota Damansara,Condominium,3.0,1,2,900 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14211,The Wharf Residence,950, Puchong,Apartment,3.0,1,2,818 ,Not Furnished,"Multipurpose hall, Security, Jogging Track, Playground, Swimming Pool, Parking, Gymnasium",Selangor
14214,Saujana Puchong SP 3 Shop Apartment,650, Puchong,Apartment,3.0,1,2,714 ,Partially Furnished,"Parking, Playground, Minimart",Selangor
14215,Kenwingston Square Garden,1 400, Cyberjaya,Service Residence,2.0,2,1,600 ,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Security, Lift, Playground, Multipurpose hall, Barbeque area, Sauna",Selangor
14216,Solstice @ Pan'gaea,1 100, Cyberjaya,Condominium,1.0,1,1,450 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14217,3 Elements,1 200, Seri Kembangan,Others,3.0,2,2,775 ,Fully Furnished,"Parking, Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall",Selangor
14219,Apartment Perdana,1 750, Shah Alam,Apartment,3.0,1,2,850 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track",Selangor
14220,Zeva @ Equine South,950, Seri Kembangan,Service Residence,1.0,1,1,454 ,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Sauna, Club house, Parking, Security, Barbeque area",Selangor
14221,Cyberia Crescent 2,1 300, Cyberjaya,Condominium,3.0,1,2,1050 ,Partially Furnished,"Lift, Swimming Pool, Gymnasium, Minimart, Playground, Parking, Security, Jogging Track",Selangor
14222,D'Camellia @ Setia Ecohill,900, Kajang,Condominium,3.0,1,2,1050 ,Not Furnished,"Playground, Swimming Pool, Gymnasium, Multipurpose hall, Security, Lift, Parking, Barbeque area, Jogging Track",Selangor
14223,Vista Sungai Ramal,1 200, Kajang,Apartment,3.0,2,2,1000 ,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Jogging Track, Tennis Court",Selangor
14227,Kenwingston Square Garden,1 300, Cyberjaya,Condominium,1.0,1,1,450 ,Fully Furnished,"Parking, Swimming Pool, Gymnasium, Jogging Track, Security",Selangor
14228,Seri Utama,1 100, Puchong,Apartment,3.0,2,2,1000 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track",Selangor
14231,The Greens (Residensi Hijauan) @ Subang West,2 000, Shah Alam,Condominium,3.0,3,2,1000 ,Fully Furnished,"Playground, Swimming Pool, Minimart, Gymnasium, Parking, Security, Jogging Track, Lift, Sauna, Barbeque area, Multipurpose hall",Selangor
14232,Taman Topaz,700, Dengkil,Apartment,3.0,2,2,814 ,Partially Furnished,"Playground, Parking, Security, Lift, Minimart, Jogging Track",Selangor
14234,Vista Sungai Ramal,1 300, Kajang,Apartment,3.0,2,2,1000 ,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall",Selangor
14235,The Grand Subang SS13,2 100, Subang Jaya,Service Residence,2.0,1,2,550 ,Fully Furnished,"Barbeque area, Multipurpose hall, Security, Swimming Pool, Jogging Track, Gymnasium, Playground",Selangor
14238,Vista Alam Serviced Apartment,1 800, Shah Alam,Condominium,2.0,1,2,759 ,Partially Furnished,"Security, Gymnasium, Parking, Minimart, Playground, Jogging Track",Selangor
14239,Ameera Residence,1 200, Kajang,Condominium,3.0,2,2,1200 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Selangor
14240,Sri Alam,1 650, Shah Alam,Condominium,3.0,2,2,1253 ,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Parking, Minimart, Tennis Court, Jogging Track",Selangor
14241,Gugusan Melur,1 200, Kota Damansara,Apartment,3.0,10,2,800 ,Partially Furnished,"Jogging Track, Parking, Playground, Minimart, Multipurpose hall",Selangor
14243,Vista Sungai Ramal,1 200, Kajang,Apartment,3.0,2,2,1000 ,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14245,Hijauan Saujana,1 800, Shah Alam,Condominium,1.0,1,1,651 ,Fully Furnished,"Tennis Court, Barbeque area, Playground, Swimming Pool, Sauna, Club house, Security, Jogging Track, Gymnasium, Parking, Multipurpose hall",Selangor
14246,Magna Ville Condominium,1 350, Selayang,Condominium,3.0,1,2,1200 ,Partially Furnished,"Tennis Court, Jogging Track, Parking, Security, Playground, Swimming Pool, Gymnasium, Sauna",Selangor
14247,Bayu Puteri,1 250, Petaling Jaya,Apartment,3.0,1,2,850 ,Partially Furnished,"Security, Playground, Swimming Pool, Sauna, Minimart, Barbeque area, Parking, Gymnasium, Tennis Court",Selangor
14248,Apartment Impian Indah @ Sungai Buloh,750, Sungai Buloh,Flat,3.0,2,2,1200 ,Not Furnished,"Parking, Minimart, Security",Selangor
14249,Cantara Residences,1 700, Ara Damansara,Service Residence,2.0,2,1,646 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",Selangor
14251,Putra 1,1 250, Kajang,Apartment,3.0,2,2,1106 ,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Selangor
14252,1 Harmonis,1 800, Gombak,Condominium,3.0,1,2,1338 ,Partially Furnished,"Playground, Gymnasium, Jogging Track, Swimming Pool, Tennis Court, Security, Parking, Lift, Minimart, Multipurpose hall, Barbeque area",Selangor
14254,Vista Millennium Condominiums,1 450, Puchong,Condominium,3.0,1,2,850 ,Fully Furnished,"Gymnasium, Security, Playground, Swimming Pool, Jogging Track, Parking, Lift, Barbeque area, Minimart, Tennis Court, Multipurpose hall",Selangor
14255,Pangsapuri Belimbing Heights,1 050, Seri Kembangan,Condominium,3.0,1,2,969 ,Partially Furnished,"Security, Parking, Barbeque area, Multipurpose hall, Swimming Pool, Minimart, Gymnasium",Selangor
14256,Tropicana Aman 1 – Tropicana Urban Homes,1 500, Kuala Langat,Condominium,3.0,2,2,870 ,Partially Furnished,"Gymnasium, Parking, Minimart, Swimming Pool, Club house, Security, Lift, Playground, Squash Court",Selangor
14257,The Greens (Residensi Hijauan) @ Subang West,1 600, Shah Alam,Condominium,3.0,2,2,915 ,Partially Furnished,"Jogging Track, Tennis Court, Security, Gymnasium, Squash Court, Parking, Minimart, Playground, Swimming Pool",Selangor
14259,Aman Heights,1 500, Seri Kembangan,Condominium,4.0,1,2,1236 ,Partially Furnished,"Playground, Club house, Barbeque area, Squash Court, Security, Gymnasium, Parking, Sauna, Lift, Swimming Pool, Multipurpose hall, Jogging Track, Minimart",Selangor
14260,Maple Residence (Klang),2 150, Klang,Condominium,3.0,3,2,1295 ,Fully Furnished,Multipurpose hall,Selangor
14263,Traders Garden @ Cheras Selatan,1 450, Cheras,Condominium,3.0,2,2,800 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Sauna, Multipurpose hall, Jogging Track",Selangor
14264,Taman Topaz,800, Dengkil,Apartment,3.0,1,2,1055 ,Not Furnished,"Parking, Playground, Lift, Security, Minimart, Multipurpose hall, Jogging Track",Selangor
14266,Eristana,1 300, Sungai Buloh,Townhouse Condo,3.0,2,2,906 ,Partially Furnished,"Parking, Security, Playground, Minimart, Multipurpose hall",Selangor
14268,"Prima Two Apartment, Laman View Cyberjaya, Selangor",1 200, Cyberjaya,Apartment,3.0,2,2,850 ,Not Furnished,"Parking, Security, Lift",Selangor
14270,Sri Kayangan Apartment,1 000, Ampang,Apartment,3.0,1,2,830 ,Partially Furnished,"Barbeque area, Parking, Playground, Security",Selangor
14271,Evergreen Park,1 800, Cheras,Condominium,3.0,2,2,1152 ,Fully Furnished,"Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Minimart, Playground",Selangor
14272,Desaminium Rimba,1 200, Seri Kembangan,Condominium,5.0,1,3,1050 ,Not Furnished,"Security, Minimart, Swimming Pool, Jogging Track, Parking",Selangor
14274,Maple Residence (Klang),1 500, Klang,Condominium,2.0,2,2,840 ,Partially Furnished,Multipurpose hall,Selangor
14277,Evo SOHO Suites @ Bandar Baru Bangi,1 000, Bangi,Service Residence,1.0,1,1,450 ,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Gymnasium, Sauna, Minimart, Barbeque area, Jogging Track",Selangor
14278,Garden Plaza @ Garden Residence,1 100, Cyberjaya,Service Residence,2.0,1,2,750 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall",Selangor
14279,Emerald Residence @ Mahkota Cheras,1 000, Cheras,Condominium,3.0,2,2,1266 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14280,Kompleks suria kinrara,850, Puchong,Apartment,3.0,1,2,712 ,Not Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Multipurpose hall, Jogging Track, Minimart",Selangor
14281,i-Soho @ i-City,1 300, Shah Alam,Studio,1.0,1,1,465 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Gymnasium",Selangor
14282,Kita Impian,1 300, Dengkil,Service Residence,3.0,2,2,901 ,Not Furnished,"Swimming Pool, Jogging Track, Gymnasium, Barbeque area, Security, Playground",Selangor
14283,Residensi Warnasari 3,750, Puncak Alam,Apartment,3.0,1,2,760 ,Partially Furnished,"Parking, Security, Playground",Selangor
14284,BSP21,1 600, Jenjarom,Service Residence,3.0,2,2,1048 ,Fully Furnished,"Squash Court, Jogging Track, Barbeque area, Security, Swimming Pool, Tennis Court, Club house, Parking, Playground, Sauna, Multipurpose hall, Gymnasium",Selangor
14288,Oasis 2 @ Mutiara Heights Kajang,950, Kajang,Others,3.0,2,2,1255 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14289,Ameera Residence,1 200, Kajang,Condominium,3.0,2,2,1270 ,Partially Furnished,"Swimming Pool, Gymnasium, Playground, Lift, Parking",Selangor
14290,Residensi Zamrud,700, Kajang,Condominium,3.0,2,2,1023 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14291,Res 280,1 350, Batu Caves,Service Residence,2.0,1,2,845 ,Partially Furnished,"Lift, Swimming Pool, Parking, Security, Playground, Gymnasium, Barbeque area, Multipurpose hall",Selangor
14292,Residensi Idaman Abadi Fasa 1&2,800, Kajang,Condominium,3.0,2,2,1022 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Selangor
14295,Kelana Mahkota,2 500, Petaling Jaya,Condominium,3.0,1,2,1260 ,Fully Furnished,"Gymnasium, Minimart, Swimming Pool, Tennis Court, Squash Court, Security, Playground, Barbeque area, Parking",Selangor
14296,Pangsapuri Melor (Shah Alam),950, Shah Alam,Apartment,3.0,1,2,750 ,Not Furnished,"Parking, Security, Playground, Minimart",Selangor
14297,Mahkota Garden Residence Condominium,1 600, Bandar Mahkota Cheras,Condominium,4.0,2,3,1398 ,Not Furnished,"Tennis Court, Security, Playground, Gymnasium, Jogging Track, Parking, Swimming Pool, Lift, Sauna, Club house, Squash Court, Barbeque area, Multipurpose hall, Minimart",Selangor
14298,Laman View,1 300, Cyberjaya,Apartment,3.0,2,2,850 ,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Jogging Track",Selangor
14301,Pangsapuri Kemuning Aman,950, Shah Alam,Apartment,3.0,1,2,736 ,Not Furnished,"Parking, Minimart, Multipurpose hall, Security, Jogging Track, Lift, Playground",Selangor
14303,BSP 21,1 800, Bandar Saujana Putra,Service Residence,4.0,2,2,1257 ,Fully Furnished,"Jogging Track, Barbeque area, Sauna, Tennis Court, Playground, Swimming Pool, Parking, Security, Lift",Selangor
14304,Alanis @ Warisan Puteri,1 450, Sepang,Service Residence,3.0,2,2,807 ,Partially Furnished,"Playground, Multipurpose hall, Swimming Pool, Barbeque area, Parking, Security, Gymnasium",Selangor
14306,TTDI Adina,1 400, Shah Alam,Condominium,1.0,1,1,660 ,Fully Furnished,"Barbeque area, Playground, Swimming Pool, Security, Gymnasium, Multipurpose hall, Parking, Lift",Selangor
14311,Ameera Residence,1 200, Kajang,Condominium,3.0,2,2,1270 ,Fully Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Minimart, Barbeque area, Multipurpose hall, Club house, Jogging Track",Selangor
14312,Centrus SoHo 1 @ Cyberjaya,2 000, Cyberjaya,Condominium,1.0,3,2,850 ,Fully Furnished,"Sauna, Swimming Pool, Barbeque area, Playground, Security, Gymnasium, Parking, Lift, Minimart",Selangor
14313,Casa Indah 1,2 800, Petaling Jaya,Apartment,3.0,1,2,1300 ,Fully Furnished,"Security, Swimming Pool, Parking, Tennis Court, Playground, Jogging Track, Multipurpose hall, Club house",Selangor
14314,Regency Condominium (Klang),1 300, Klang,Condominium,2.0,2,1,742 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool",Selangor
14315,Aera Residence,1 700, Petaling Jaya,Service Residence,2.0,2,1,718 ,Partially Furnished,"Security, Gymnasium, Parking, Barbeque area, Swimming Pool, Lift, Sauna, Multipurpose hall, Squash Court, Jogging Track, Playground",Selangor
14316,Kelana D'Putera,2 000, Petaling Jaya,Condominium,3.0,1,2,1200 ,Fully Furnished,"Parking, Playground, Swimming Pool, Barbeque area, Tennis Court, Squash Court, Jogging Track, Security, Minimart, Gymnasium, Sauna",Selangor
14317,Residensi Idaman Abadi Fasa 1&2,800, Kajang,Condominium,3.0,2,3,1022 ,Partially Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",Selangor
